measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Number,2002,1549.2634437,2085.1317852,1046.58235691
Deaths,Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Number,2002,704.307289246,960.685118517,515.45380883
Deaths,Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2002,0.00189376399684,0.00250342178328,0.00129697160693
Deaths,Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2002,0.000938702899337,0.00127354149471,0.000718337210949
Deaths,Nigeria,Male,All Ages,Ischemic heart disease,Number,2000,15619.4975277,20232.5015918,11152.7880886
Deaths,Nigeria,Female,All Ages,Ischemic heart disease,Number,2000,22931.5106109,28994.987911,18175.7077294
Deaths,Nigeria,Male,All Ages,Ischemic heart disease,Percent,2000,0.0197452387611,0.0249422519317,0.01436253275
Deaths,Nigeria,Female,All Ages,Ischemic heart disease,Percent,2000,0.0317176137196,0.0385632157498,0.0259070673547
Deaths,Nigeria,Male,All Ages,Cerebrovascular disease,Number,2000,10284.5462477,13321.3213554,7519.48482012
Deaths,Nigeria,Female,All Ages,Cerebrovascular disease,Number,2000,17867.1192201,22391.0734159,14030.8651933
Deaths,Nigeria,Male,All Ages,Cerebrovascular disease,Percent,2000,0.0129972366532,0.0164827476682,0.00974368419008
Deaths,Nigeria,Female,All Ages,Cerebrovascular disease,Percent,2000,0.0247122234512,0.0299511500921,0.0199576573378
Deaths,Nigeria,Male,All Ages,Larynx cancer,Number,2001,357.183762424,497.187259775,230.406521277
Deaths,Nigeria,Female,All Ages,Larynx cancer,Number,2001,51.819163644,65.7758178538,38.5351191583
Deaths,Nigeria,Male,All Ages,Larynx cancer,Percent,2001,0.00044489603307,0.000628185384453,0.000289341239786
Deaths,Nigeria,Female,All Ages,Larynx cancer,Percent,2001,7.06900840633e-05,8.81874996295e-05,5.5045868832e-05
Deaths,Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Number,2001,1511.02198471,2043.20349752,1027.70674816
Deaths,Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Number,2001,695.892889714,938.702249631,513.873150588
Deaths,Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2001,0.00188247718271,0.00250633194361,0.00129234225796
Deaths,Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2001,0.000949489566067,0.00127240331304,0.000731700699964
Deaths,Nigeria,Male,All Ages,Ischemic heart disease,Number,2001,15953.6246662,20827.2723735,11275.2256162
Deaths,Nigeria,Female,All Ages,Ischemic heart disease,Number,2001,22900.7576757,28985.063102,17756.4045233
Deaths,Nigeria,Male,All Ages,Ischemic heart disease,Percent,2001,0.0198769727965,0.0252554993745,0.0144105199641
Deaths,Nigeria,Female,All Ages,Ischemic heart disease,Percent,2001,0.031255161043,0.0380540627962,0.0251888314469
Deaths,Nigeria,Male,All Ages,Cerebrovascular disease,Number,2001,10328.4479711,13398.328995,7523.86480342
Deaths,Nigeria,Female,All Ages,Cerebrovascular disease,Number,2001,17608.6322189,22059.5369945,13787.1243299
Deaths,Nigeria,Male,All Ages,Cerebrovascular disease,Percent,2001,0.0128650512222,0.0163330214638,0.00966831305779
Deaths,Nigeria,Female,All Ages,Cerebrovascular disease,Percent,2001,0.0240321253855,0.0294329822069,0.0193042646123
Deaths,Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Number,2000,2928.01628499,3806.97392926,2020.1102427
Deaths,Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Number,2000,4155.36520063,6533.110865,2920.30043151
Deaths,Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Percent,2000,0.00370159873603,0.00484038465948,0.00258214959637
Deaths,Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Percent,2000,0.00574882398623,0.00900979855065,0.00414213186265
Deaths,Nigeria,Male,All Ages,Pneumoconiosis,Number,2000,8.21479614504,11.4993046385,5.56595747191
Deaths,Nigeria,Female,All Ages,Pneumoconiosis,Number,2000,3.44953732086,5.62684885963,1.99857548634
Deaths,Nigeria,Male,All Ages,Pneumoconiosis,Percent,2000,1.03812317029e-05,1.46032950409e-05,7.0923606581e-06
Deaths,Nigeria,Female,All Ages,Pneumoconiosis,Percent,2000,4.77343979784e-06,7.80892260069e-06,2.77583517433e-06
Deaths,Nigeria,Male,All Ages,Other pneumoconiosis,Number,2000,5.42886343739,7.80946024302,3.66269289306
Deaths,Nigeria,Female,All Ages,Other pneumoconiosis,Number,2000,2.71322077455,4.25421605887,1.61616087441
Deaths,Nigeria,Male,All Ages,Other pneumoconiosis,Percent,2000,6.86256963277e-06,9.81755015523e-06,4.67508329739e-06
Deaths,Nigeria,Female,All Ages,Other pneumoconiosis,Percent,2000,3.75430402707e-06,5.82640569773e-06,2.22986051234e-06
Deaths,Nigeria,Male,All Ages,Asthma,Number,2000,1502.42756571,2194.61985348,987.725539462
Deaths,Nigeria,Female,All Ages,Asthma,Number,2000,2172.46266141,3302.91437487,1461.14377991
Deaths,Nigeria,Male,All Ages,Asthma,Percent,2000,0.00189865786368,0.00269878064866,0.00126228962339
Deaths,Nigeria,Female,All Ages,Asthma,Percent,2000,0.00300517564779,0.00456699509178,0.00210632551704
Deaths,Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2000,62.8004975396,105.635744111,24.5072401205
Deaths,Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2000,52.5488262559,99.1448244564,28.8475980259
Deaths,Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2000,7.93344059777e-05,0.000131845852666,3.28150953747e-05
Deaths,Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2000,7.26953742619e-05,0.000137929901516,4.12762267395e-05
Deaths,Nigeria,Male,All Ages,Larynx cancer,Number,2003,374.68821334,524.180268707,247.432209769
Deaths,Nigeria,Female,All Ages,Larynx cancer,Number,2003,56.1875016193,72.2070749849,41.4592841117
Deaths,Nigeria,Male,All Ages,Larynx cancer,Percent,2003,0.000454481062497,0.000624966051675,0.00030364948734
Deaths,Nigeria,Female,All Ages,Larynx cancer,Percent,2003,7.45842795362e-05,9.42641988866e-05,5.81689208384e-05
Deaths,Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Number,2003,1574.47119195,2113.58708443,1087.13938607
Deaths,Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Number,2003,712.550152114,968.783789678,522.846193355
Deaths,Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2003,0.00191009841455,0.00251961005108,0.00132885428926
Deaths,Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2003,0.000946121458939,0.00127297591047,0.000720863901146
Deaths,Nigeria,Male,All Ages,Ischemic heart disease,Number,2003,16968.4420273,21773.0437255,12282.4277568
Deaths,Nigeria,Female,All Ages,Ischemic heart disease,Number,2003,23257.5581435,29414.8135283,18090.0702321
Deaths,Nigeria,Male,All Ages,Ischemic heart disease,Percent,2003,0.0205875412443,0.0260301021628,0.0149755730558
Deaths,Nigeria,Female,All Ages,Ischemic heart disease,Percent,2003,0.0308882789147,0.0378126989905,0.0249202116959
Deaths,Nigeria,Male,All Ages,Cerebrovascular disease,Number,2003,10669.321878,13744.0365598,7876.12847791
Deaths,Nigeria,Female,All Ages,Cerebrovascular disease,Number,2003,17528.0215091,21941.0936692,13419.7929474
Deaths,Nigeria,Male,All Ages,Cerebrovascular disease,Percent,2003,0.0129420257125,0.0162984744928,0.009585547892
Deaths,Nigeria,Female,All Ages,Cerebrovascular disease,Percent,2003,0.02327664469,0.0284122948179,0.0184636903686
Deaths,Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Number,2001,2983.00884908,3899.29783598,2028.82924308
Deaths,Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Number,2001,4154.43324888,6474.18016891,2931.42279204
Deaths,Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Percent,2001,0.00371680653595,0.00490215501263,0.00259681645785
Deaths,Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Percent,2001,0.00567086048718,0.00872561014205,0.00406162816792
Deaths,Nigeria,Male,All Ages,Pneumoconiosis,Number,2001,8.32435982285,11.7060354855,5.64261956259
Deaths,Nigeria,Female,All Ages,Pneumoconiosis,Number,2001,3.44041039837,5.54211907461,1.99957575215
Deaths,Nigeria,Male,All Ages,Pneumoconiosis,Percent,2001,1.03676102908e-05,1.44805248381e-05,7.15285362991e-06
Deaths,Nigeria,Female,All Ages,Pneumoconiosis,Percent,2001,4.69779014431e-06,7.64604776395e-06,2.75272415125e-06
Deaths,Nigeria,Male,All Ages,Other pneumoconiosis,Number,2001,5.43485354409,7.78651417052,3.67083013809
Deaths,Nigeria,Female,All Ages,Other pneumoconiosis,Number,2001,2.71510768796,4.18692789993,1.61025811117
Deaths,Nigeria,Male,All Ages,Other pneumoconiosis,Percent,2001,6.77073313685e-06,9.74850472998e-06,4.56669755882e-06
Deaths,Nigeria,Female,All Ages,Other pneumoconiosis,Percent,2001,3.70732904849e-06,5.67575918227e-06,2.21117840654e-06
Deaths,Nigeria,Male,All Ages,Asthma,Number,2001,1486.00375554,2210.23241764,970.278410867
Deaths,Nigeria,Female,All Ages,Asthma,Number,2001,2155.2896459,3239.03521373,1461.35959703
Deaths,Nigeria,Male,All Ages,Asthma,Percent,2001,0.00185083337178,0.00275877659773,0.00122357532766
Deaths,Nigeria,Female,All Ages,Asthma,Percent,2001,0.00294173268639,0.00441869884579,0.00206074918356
Deaths,Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2001,62.055571805,102.65057583,25.8600092028
Deaths,Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2001,51.7405095097,99.4009825771,29.1802803158
Deaths,Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2001,7.72581133717e-05,0.000127667559069,3.36947632834e-05
Deaths,Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2001,7.06304425873e-05,0.000135241598902,4.06812617421e-05
Deaths,Nigeria,Male,All Ages,Larynx cancer,Number,2000,353.183091571,492.398447787,225.971192526
Deaths,Nigeria,Female,All Ages,Larynx cancer,Number,2000,50.1679291437,63.8210477518,37.5310455531
Deaths,Nigeria,Male,All Ages,Larynx cancer,Percent,2000,0.000446343213483,0.000628090718955,0.000286975864386
Deaths,Nigeria,Female,All Ages,Larynx cancer,Percent,2000,6.93593793883e-05,8.59369916353e-05,5.44014038287e-05
Deaths,Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Number,2000,1496.42633162,2026.67732354,1001.55194031
Deaths,Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Number,2000,694.081494826,941.526575285,521.561122151
Deaths,Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2000,0.00189158330891,0.00251395126763,0.00127776194461
Deaths,Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2000,0.000959736544022,0.00129451024276,0.000743546526942
Deaths,Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Number,2003,3143.05285054,4090.22476642,2146.63227643
Deaths,Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Number,2003,4216.23880485,6412.48412741,2972.18006368
Deaths,Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Percent,2003,0.00381360745681,0.00492605289664,0.0026348238288
Deaths,Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Percent,2003,0.00559975989069,0.00846342147578,0.00403568576227
Deaths,Nigeria,Male,All Ages,Pneumoconiosis,Number,2003,8.80712845127,12.4407220833,5.84167206266
Deaths,Nigeria,Female,All Ages,Pneumoconiosis,Number,2003,3.52628033916,5.60189206953,2.06148478574
Deaths,Nigeria,Male,All Ages,Pneumoconiosis,Percent,2003,1.06808121853e-05,1.47849457349e-05,7.32816478467e-06
Deaths,Nigeria,Female,All Ages,Pneumoconiosis,Percent,2003,4.68517279089e-06,7.40687810491e-06,2.80702065861e-06
Deaths,Nigeria,Male,All Ages,Other pneumoconiosis,Number,2003,5.64641852764,8.16598131451,3.81039339495
Deaths,Nigeria,Female,All Ages,Other pneumoconiosis,Number,2003,2.79447384964,4.23613958368,1.68232577417
Deaths,Nigeria,Male,All Ages,Other pneumoconiosis,Percent,2003,6.84922869053e-06,9.85020738467e-06,4.66480055287e-06
Deaths,Nigeria,Female,All Ages,Other pneumoconiosis,Percent,2003,3.71311710883e-06,5.61009259399e-06,2.26322516131e-06
Deaths,Nigeria,Male,All Ages,Asthma,Number,2003,1469.81534226,2133.17837515,962.673855201
Deaths,Nigeria,Female,All Ages,Asthma,Number,2003,2135.68019528,3205.77987935,1458.55296322
Deaths,Nigeria,Male,All Ages,Asthma,Percent,2003,0.001782853792,0.00261073155539,0.00118894243608
Deaths,Nigeria,Female,All Ages,Asthma,Percent,2003,0.00283569139116,0.0042536536634,0.00198745596427
Deaths,Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2003,63.6313488269,103.95637264,29.0342859393
Deaths,Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2003,52.1105512522,99.6915542437,30.3407829312
Deaths,Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2003,7.71274480705e-05,0.000125330343673,3.64160197084e-05
Deaths,Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2003,6.9213327241e-05,0.000129993208283,4.06854865156e-05
Deaths,Nigeria,Male,All Ages,Larynx cancer,Number,2004,379.364561573,532.107993833,253.512927513
Deaths,Nigeria,Female,All Ages,Larynx cancer,Number,2004,57.3859622877,73.6918124595,42.1588404665
Deaths,Nigeria,Male,All Ages,Larynx cancer,Percent,2004,0.000459336826084,0.00062988833146,0.000314003224944
Deaths,Nigeria,Female,All Ages,Larynx cancer,Percent,2004,7.6082972582e-05,9.58386885699e-05,5.91370712823e-05
Deaths,Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Number,2004,1599.98922733,2145.15655873,1094.47830142
Deaths,Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Number,2004,726.385916999,978.290186849,532.196475533
Deaths,Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2004,0.00193750562826,0.00254062899395,0.00135951656012
Deaths,Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2004,0.000963346284418,0.00128466299342,0.000733039884479
Deaths,Nigeria,Male,All Ages,Ischemic heart disease,Number,2004,17213.846502,22104.4299865,12520.2154794
Deaths,Nigeria,Female,All Ages,Ischemic heart disease,Number,2004,23101.7024488,29120.9504301,17815.8046179
Deaths,Nigeria,Male,All Ages,Ischemic heart disease,Percent,2004,0.0208473469195,0.0263482282294,0.0153542754708
Deaths,Nigeria,Female,All Ages,Ischemic heart disease,Percent,2004,0.0306444652671,0.0373932485784,0.0246974966253
Deaths,Nigeria,Male,All Ages,Cerebrovascular disease,Number,2004,10670.6932791,13774.7283878,7935.76872239
Deaths,Nigeria,Female,All Ages,Cerebrovascular disease,Number,2004,17228.0687822,21520.4548584,13232.2531687
Deaths,Nigeria,Male,All Ages,Cerebrovascular disease,Percent,2004,0.0129197524341,0.0163453024492,0.00960990344577
Deaths,Nigeria,Female,All Ages,Cerebrovascular disease,Percent,2004,0.0228491051684,0.0277014231076,0.0181172869505
Deaths,Nigeria,Male,All Ages,Larynx cancer,Number,2005,382.132364897,530.691191918,259.447769939
Deaths,Nigeria,Female,All Ages,Larynx cancer,Number,2005,57.3197286539,73.4251299913,41.6973713652
Deaths,Nigeria,Male,All Ages,Larynx cancer,Percent,2005,0.000464380966979,0.000629399859049,0.000319499550158
Deaths,Nigeria,Female,All Ages,Larynx cancer,Percent,2005,7.64928843127e-05,9.69145460454e-05,5.86646724955e-05
Deaths,Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Number,2005,1622.33681645,2143.24931567,1123.35524239
Deaths,Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Number,2005,737.377971737,979.271519087,533.89095991
Deaths,Nigeria,Male,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2005,0.00197161539878,0.00256311915405,0.00139532228503
Deaths,Nigeria,Female,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2005,0.000984321131826,0.00129147676617,0.000732920700143
Deaths,Nigeria,Male,All Ages,Ischemic heart disease,Number,2005,17432.5956726,22273.3957265,12742.0491985
Deaths,Nigeria,Female,All Ages,Ischemic heart disease,Number,2005,22630.8098757,28313.4120041,17305.4491004
Deaths,Nigeria,Male,All Ages,Ischemic heart disease,Percent,2005,0.0211885434025,0.026876323803,0.0155682451578
Deaths,Nigeria,Female,All Ages,Ischemic heart disease,Percent,2005,0.0302164894241,0.0371277958223,0.0239486314647
Deaths,Nigeria,Male,All Ages,Cerebrovascular disease,Number,2005,10657.0723822,13842.1826417,7810.22829854
Deaths,Nigeria,Female,All Ages,Cerebrovascular disease,Number,2005,16682.3050167,20736.6919535,12568.9009457
Deaths,Nigeria,Male,All Ages,Cerebrovascular disease,Percent,2005,0.0129489471614,0.0164481882925,0.00964158709682
Deaths,Nigeria,Female,All Ages,Cerebrovascular disease,Percent,2005,0.0222689389944,0.027252431429,0.0174394088928
Deaths,Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Number,2006,3216.71192046,4204.9772397,2268.4201323
Deaths,Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Number,2006,4101.46816017,6130.80563737,2899.25041244
Deaths,Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Percent,2006,0.0039092290908,0.00511879380503,0.00275325824462
Deaths,Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Percent,2006,0.00550142075055,0.00806103030347,0.00405566963968
Deaths,Nigeria,Male,All Ages,Pneumoconiosis,Number,2006,9.0859039538,12.7556461506,6.19229440918
Deaths,Nigeria,Female,All Ages,Pneumoconiosis,Number,2006,3.48769279281,5.43639453363,2.08871277451
Deaths,Nigeria,Male,All Ages,Pneumoconiosis,Percent,2006,1.10368859685e-05,1.52708104577e-05,7.65313423567e-06
Deaths,Nigeria,Female,All Ages,Pneumoconiosis,Percent,2006,4.67892669904e-06,7.50669940926e-06,2.85325969855e-06
Deaths,Nigeria,Male,All Ages,Other pneumoconiosis,Number,2006,5.71547754083,8.17113796795,3.9589208825
Deaths,Nigeria,Female,All Ages,Other pneumoconiosis,Number,2006,2.79061665467,4.13419284002,1.71359052283
Deaths,Nigeria,Male,All Ages,Other pneumoconiosis,Percent,2006,6.94310269642e-06,9.75585359199e-06,4.82940544594e-06
Deaths,Nigeria,Female,All Ages,Other pneumoconiosis,Percent,2006,3.74421677606e-06,5.56753030118e-06,2.36619208007e-06
Deaths,Nigeria,Male,All Ages,Asthma,Number,2006,1393.86163008,2075.19194532,937.150577972
Deaths,Nigeria,Female,All Ages,Asthma,Number,2006,2018.59065096,2969.46610408,1410.5953572
Deaths,Nigeria,Male,All Ages,Asthma,Percent,2006,0.00169326097769,0.00245866193874,0.00115651588158
Deaths,Nigeria,Female,All Ages,Asthma,Percent,2006,0.00270643032422,0.00396262453894,0.00192274189019
Deaths,Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2006,67.9752344784,112.16228155,33.4194892147
Deaths,Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2006,53.5234029573,93.2123737834,32.3839872832
Deaths,Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2006,8.24815978502e-05,0.000133393786499,4.16722089761e-05
Deaths,Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2006,7.17954002063e-05,0.000122236320859,4.36260512548e-05
Deaths,Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Number,2007,3240.21139687,4281.13462228,2303.04194598
Deaths,Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Number,2007,4121.54544322,6086.93655731,2977.95095959
Deaths,Nigeria,Male,All Ages,Chronic obstructive pulmonary disease,Percent,2007,0.0039642652233,0.00519798455143,0.00279717395903
Deaths,Nigeria,Female,All Ages,Chronic obstructive pulmonary disease,Percent,2007,0.00556543131367,0.00830096532811,0.00411723767644
Deaths,Nigeria,Male,All Ages,Pneumoconiosis,Number,2007,9.17556025874,12.993052292,6.28248864615
Deaths,Nigeria,Female,All Ages,Pneumoconiosis,Number,2007,3.52806085012,5.58297023738,2.11917718846
Deaths,Nigeria,Male,All Ages,Pneumoconiosis,Percent,2007,1.12210111212e-05,1.5646345001e-05,7.83793811813e-06
Deaths,Nigeria,Female,All Ages,Pneumoconiosis,Percent,2007,4.76448195097e-06,7.51948706619e-06,2.9911929481e-06
Deaths,Nigeria,Male,All Ages,Other pneumoconiosis,Number,2007,5.74501620263,8.11490175974,4.03159813134
Deaths,Nigeria,Female,All Ages,Other pneumoconiosis,Number,2007,2.83092807538,4.26176370614,1.7564472001
Deaths,Nigeria,Male,All Ages,Other pneumoconiosis,Percent,2007,7.02587803168e-06,9.84197572112e-06,4.93259042538e-06
Deaths,Nigeria,Female,All Ages,Other pneumoconiosis,Percent,2007,3.82346197094e-06,5.65304103934e-06,2.48018611513e-06
Deaths,Nigeria,Male,All Ages,Asthma,Number,2007,1360.75782165,2026.66129879,923.823170524
Deaths,Nigeria,Female,All Ages,Asthma,Number,2007,2022.95379297,2961.30216476,1407.73218184
Deaths,Nigeria,Male,All Ages,Asthma,Percent,2007,0.00166365345592,0.00240862206666,0.00114780122119
Deaths,Nigeria,Female,All Ages,Asthma,Percent,2007,0.0027302593853,0.00400541359179,0.00195419845542
Deaths,Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2007,70.0470861254,116.025361125,35.8662427474
Deaths,Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Number,2007,54.987222748,93.8221627825,33.8882711602
Deaths,Nigeria,Male,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2007,8.55553738294e-05,0.000138784098344,4.43161200607e-05
Deaths,Nigeria,Female,All Ages,Interstitial lung disease and pulmonary sarcoidosis,Percent,2007,7.42533984571e-05,0.000124907854213,4.56018668788e-05
Deaths,Nigeria,Male,All Ages,Ischemic heart disease,Number,2007,17954.3139803,23126.5143042,13273.5170772
Deaths,Nigeria,Female,All Ages,Ischemic heart disease,Number,2007,21987.7151225,27633.3311354,16798.5697611
Deaths,Nigeria,Male,All Ages,Ischemic heart disease,Percent,2007,0.0219661376946,0.0279101684047,0.0162723569058
Deaths,Nigeria,Female,All Ages,Ischemic heart disease,Percent,2007,0.0296938551043,0.0366760884318,0.0231806180418
Deaths,Nigeria,Male,All Ages,Cerebrovascular disease,Number,2007,10866.7820633,13909.4369396,8091.32229802
Deaths,Nigeria,Female,All Ages,Cerebrovascular disease,Number,2007,15987.4060651,19759.1155146,12149.835087
Deaths,Nigeria,Male,All Ages,Cerebrovascular disease,Percent,2007,0.0132901864776,0.0167112026935,0.00991830932837
Deaths,Nigeria,Female,All Ages,Cerebrovascular disease,Percent,2007,0.0215824911933,0.0264829163421,0.0168798516729
Deaths,Nigeria,Male,All Ages,Larynx cancer,Number,2007,393.165058127,531.42364275,268.759417641
Deaths,Nigeria,Female,All Ages,Larynx cancer,Number,2007,57.4491539024,72.3104482708,41.9906610491
Deaths,Nigeria,Male,All Ages,Larynx cancer,Percent,2007,0.000480937248734,0.000646643527127,0.000334776014593
Deaths,Nigeria,Female,All Ages,Larynx cancer,Percent,2007,7.75408595284e-05,9.77213431663e-05,5.92821776052e-05
